,id,status
528,DCP-ZDR-2023-03943,Cancelled
529,DCP-ZDR-2023-03951,Completed
530,DCP-ZDR-2023-03957,Completed
531,DCP-ZDR-2023-03959,Completed
532,DCP-ZDR-2023-03962,Completed
533,DCP-ZDR-2023-03966,Completed
534,DCP-ZDR-2023-03969,Completed
535,DCP-ZDR-2023-03987,Completed
536,DCP-ZDR-2023-03994,Completed
537,DCP-ZDR-2023-03999,Completed
538,DCP-ZDR-2023-04007,Applicant Revisions
539,DCP-ZDR-2023-04017,Completed
540,DCP-ZDR-2023-04027,Completed
541,DCP-ZDR-2023-04037,Completed
542,DCP-ZDR-2023-04044,Completed
543,DCP-ZDR-2023-04051,Completed
544,DCP-ZDR-2023-04056,Applicant Revisions
545,DCP-ZDR-2023-04061,Completed
546,DCP-ZDR-2023-04074,Completed
547,DCP-ZDR-2023-04078,Completed
548,DCP-ZDR-2023-04082,In Review
549,DCP-ZDR-2023-04097,Completed
550,DCP-ZDR-2023-04109,Applicant Revisions
551,DCP-ZDR-2023-04120,Completed
552,DCP-ZDR-2023-04128,Completed
553,DCP-ZDR-2023-04133,Completed
554,DCP-ZDR-2023-04136,Withdrawn
555,DCP-ZDR-2023-04154,Completed
556,DCP-ZDR-2023-04160,In Review
557,DCP-ZDR-2023-04167,In Review
558,DCP-ZDR-2023-04173,Completed
559,DCP-ZDR-2023-04189,Applicant Revisions
560,DCP-ZDR-2023-04193,Completed
561,DCP-ZDR-2023-04195,Applicant Revisions
562,DCP-ZDR-2023-04211,Completed
563,DCP-ZDR-2023-04217,Completed
564,DCP-ZDR-2023-04223,Completed
565,DCP-ZDR-2023-04234,Applicant Revisions
566,DCP-ZDR-2023-04242,Completed
567,DCP-ZDR-2023-04245,Completed
568,DCP-ZDR-2023-04255,Applicant Revisions
569,DCP-ZDR-2023-04257,Completed
570,DCP-ZDR-2023-04262,Applicant Revisions
571,DCP-ZDR-2023-04266,Completed
572,DCP-ZDR-2023-04271,Completed
573,DCP-ZDR-2023-04277,Completed
574,DCP-ZDR-2023-04286,Applicant Revisions
575,DCP-ZDR-2023-04291,Applicant Revisions
576,DCP-ZDR-2023-04299,Completed
577,DCP-ZDR-2023-04303,Applicant Revisions
578,DCP-ZDR-2023-04309,Completed
579,DCP-ZDR-2023-04314,Completed
580,DCP-ZDR-2023-04322,Completed
581,DCP-ZDR-2023-04333,Completed
582,DCP-ZDR-2023-04345,Completed
583,DCP-ZDR-2023-04353,In Review
584,DCP-ZDR-2023-04360,Completed
585,DCP-ZDR-2023-04363,Applicant Revisions
586,DCP-ZDR-2023-04368,Completed
587,DCP-ZDR-2023-04382,Completed
588,DCP-ZDR-2023-04387,Applicant Revisions
589,DCP-ZDR-2023-04395,Completed
590,DCP-ZDR-2023-04410,Completed
591,DCP-ZDR-2023-04412,Completed
592,DCP-ZDR-2023-04416,Completed
593,DCP-ZDR-2023-04427,Applicant Revisions
594,DCP-ZDR-2023-04431,Cancelled
595,DCP-ZDR-2023-04439,In Review
596,DCP-ZDR-2023-04441,Completed
597,DCP-ZDR-2023-04446,Completed
598,DCP-ZDR-2023-04464,Completed
599,DCP-ZDR-2023-04470,Applicant Revisions
600,DCP-ZDR-2023-04472,Completed
601,DCP-ZDR-2023-04476,Completed
602,DCP-ZDR-2023-04478,In Review
603,DCP-ZDR-2023-04480,Completed
604,DCP-ZDR-2023-04495,Completed
605,DCP-ZDR-2023-04509,Completed
606,DCP-ZDR-2023-04517,Completed
607,DCP-ZDR-2023-04522,Completed
608,DCP-ZDR-2023-04535,Completed
609,DCP-ZDR-2023-04544,In Review
