,id,status
371,DCP-ZDR-2020-02342,Completed
372,DCP-ZDR-2020-02346,Completed
373,DCP-ZDR-2020-02350,Completed
374,DCP-ZDR-2020-02352,Completed
375,DCP-ZDR-2020-02363,Applicant Revisions
376,DCP-ZDR-2020-02366,Completed
377,DCP-ZDR-2020-02372,Completed
378,DCP-ZDR-2020-02375,Completed
379,DCP-ZDR-2020-02381,Completed
380,DCP-ZDR-2020-02383,Completed
381,DCP-ZDR-2020-02385,Completed
382,DCP-ZDR-2020-02391,Cancelled
383,DCP-ZDR-2020-02394,Completed
384,DCP-ZDR-2020-02400,Completed
385,DCP-ZDR-2020-02402,Completed
386,DCP-ZDR-2020-02409,Completed
387,DCP-ZDR-2020-02441,Applicant Revisions
388,DCP-ZDR-2020-02447,Completed
389,DCP-ZDR-2020-02459,Completed
390,DCP-ZDR-2020-02465,Completed
391,DCP-ZDR-2020-02468,Cancelled
392,DCP-ZDR-2020-02483,Completed
393,DCP-ZDR-2020-02489,Completed
394,DCP-ZDR-2020-02492,Completed
395,DCP-ZDR-2020-02507,Completed
396,DCP-ZDR-2020-02516,Completed
397,DCP-ZDR-2020-02519,Completed
398,DCP-ZDR-2020-02523,Completed
399,DCP-ZDR-2020-02525,Completed
400,DCP-ZDR-2020-02527,Cancelled
401,DCP-ZDR-2020-02540,Applicant Revisions
402,DCP-ZDR-2020-02545,Completed
403,DCP-ZDR-2020-02561,Completed
404,DCP-ZDR-2020-02564,Applicant Revisions
405,DCP-ZDR-2020-02566,Completed
406,DCP-ZDR-2020-02569,Completed
407,DCP-ZDR-2020-02571,Cancelled
408,DCP-ZDR-2020-02575,Completed
409,DCP-ZDR-2020-02589,Completed
410,DCP-ZDR-2020-02595,Completed
411,DCP-ZDR-2020-02607,Cancelled
412,DCP-ZDR-2020-02613,Completed
413,DCP-ZDR-2020-02618,Completed
414,DCP-ZDR-2020-02623,Completed
415,DCP-ZDR-2020-02630,Applicant Revisions
416,DCP-ZDR-2020-02658,Completed
417,DCP-ZDR-2020-02679,Applicant Revisions
418,DCP-ZDR-2020-02698,Cancelled
419,DCP-ZDR-2020-02707,Completed
